node	degree	length	cluster
s2010	2	1	1
s105783	2	239	1
s129125	2	311	1
s143363	2	4	1
s2885	4	35	3
s81572	3	40	3
s81500	4	192	1
s114611	2	50	1
s82411	2	3	3
s2000	2	148	3
s81526	4	116	1
s81656	2	68	1
s131896	2	85	1
s143355	2	94	1
s3455	4	187	3
s4156	2	109	3
s1589	4	38130	1
s5143	4	521	3
s104990	2	5	1
s129221	2	1	1
s2822	4	105116	3
s1752	2	2	3
s4965	4	185894	3
s4142	2	52	3
s134619	2	55	0
s129013	2	64	3
s125403	2	192	1
s1269	2	58	1
s83015	3	107	3
s105162	5	555	3
s105411	4	127	1
s1742	4	211606	1
s1546	2	94	3
s105482	4	12	1
s137985	2	6	1
s2413	2	60	3
s105420	4	831	3
s120938	2	81	3
s82324	3	165	1
s105178	2	54	1
s531	4	618	1
s3524	4	100888	3
s4211	4	13157	3
s3579	2	449	3
s105003	3	12	1
s105529	5	1983	1
s474	3	235	1
s120833	2	361	1
s105586	3	64	1
s572	4	1736	1
s2870	4	60012	3
s82519	4	292	1
s4296	4	6973	1
s83187	3	90	3
s83120	3	75	1
s125596	2	55	1
s3225	4	1068	1
s1425	2	56	1
s137959	2	1902	1
s138267	3	3	1
s104956	4	11	3
s1497	4	11	3
s82010	2	18	3
s2463	2	2716	1
s929	4	56035	1
s120996	3	336	3
s4376	4	66973	1
s5081	3	190	1
s3876	2	102	1
s82386	3	638	1
s2656	4	478771	3
s105285	3	44	1
s778	2	93	1
s1101	2	185	3
s105559	4	164	3
s1243	4	100052	3
s81612	2	429	1
s787	4	101	1
s4339	4	187687	1
s134774	4	43	1
s3489	2	56	1
s81460	3	61	3
s4173	3	91	3
s82282	4	198	1
s81560	3	11	1
s3529	2	349	3
s104804	2	62	1
s888	2	11	3
s2373	4	152651	1
s1160	2	21458	1
s104994	2	973	3
s2928	2	59	1
s2967	2	81	3
s3841	4	64851	1
s134737	2	280	1
s83138	2	88	1
s5329	2	203	1
s4264	2	3601	1
s4349	2	56	1
s1126	4	10162	1
s105561	4	271	3
s114588	2	1	1
s4622	2	312	1
s2549	2	2884	1
s114675	2	62	3
s3230	4	285	1
s2313	4	128870	1
s2042	2	186	3
s284	2	54	1
s82012	2	318	1
s26	2	1	1
s82932	3	11	3
s134688	2	386	1
s4135	2	70	3
s3005	2	536	1
s105610	6	508	1
s81893	2	59	1
s4677	4	61815	1
s5338	4	3987	1
s1825	4	233218	1
s1880	4	54318	1
s125372	2	68	3
s81511	2	60	3
s121028	2	562	1
s4325	4	111177	1
s3349	4	10502	1
s1053	4	296444	1
s1653	4	163621	3
s105251	3	69	1
s82342	2	79	1
s3120	2	29	1
s4990	4	19121	1
s120808	2	4230	1
s402	4	110	1
s2821	2	156	3
s4151	2	62	3
s4406	4	14469	1
s3371	2	5	1
s732	3	18	1
s3436	4	254183	3
s114739	2	74	1
s1793	4	92485	3
s81912	2	204	3
s139608	2	97	3
s3958	3	64	1
s82415	4	780	1
s114828	3	73	3
s82402	2	66	3
s1976	4	28	1
s121006	3	3	1
s4517	4	79738	3
s114774	2	61	1
s3009	4	57	1
s143320	2	49	3
s3573	5	2853	3
s575	2	261	1
s104810	2	95	3
s114906	2	248	3
s82779	2	1822	3
s104833	2	168	1
s125617	2	594	1
s1685	4	65586	1
s140420	2	36	1
s82984	3	167	1
s121011	2	10	1
s142609	2	74	1
s5074	2	9	1
s2187	4	28829	1
s81548	3	177	3
s81556	3	122	1
s129066	2	82	1
s2808	4	81897	1
s81965	2	247	3
s82266	3	50	1
s2355	4	49189	1
s131930	2	64	3
s3564	4	7374	3
s137978	2	70	3
s82325	3	62	3
s105679	3	177	1
s900	3	80	1
s3759	4	42	1
s3787	2	8	1
s401	4	59	1
s105498	3	789	3
s690	4	9048	1
s81935	2	156	1
s131985	2	195	3
s676	2	21	1
s132072	2	536	1
s120928	3	10	3
s115061	4	125	3
s129223	2	32	3
s105227	2	89	3
s81442	4	95	0
s114892	4	130	1
s568	4	874	1
s3609	2	81	3
s3897	4	239530	1
s129077	2	50	1
s105076	2	94	3
s5247	2	234	3
s2671	2	4	3
s125378	2	17	3
s4195	4	54622	1
s82707	2	415	3
s2609	2	144	1
s1097	2	2160	3
s228	4	9201	3
s138282	2	562	1
s5113	4	14428	3
s1445	4	20722	1
s2270	2	76	1
s104872	2	62	1
s2002	4	211256	3
s114549	2	85	1
s5017	4	120762	1
s125586	2	458	1
s128	2	15	1
s2940	2	321	3
s82302	2	2208	3
s129225	2	7	3
s4888	2	93	1
s81689	2	117	1
s4502	4	33437	1
s81848	2	58	1
s2287	2	5	1
s2973	4	52721	3
s125562	2	3	1
s125498	2	82	1
s115015	2	117	3
s114622	2	296	1
s83119	2	187	1
s3979	4	155	3
s138263	2	5	1
s82577	4	21	3
s105550	3	119	3
s3024	2	1	1
s104886	2	69	3
s2971	4	169182	3
s462	5	587	1
s81879	3	5	3
s114632	2	54	1
s1691	2	10	3
s82571	4	30	3
s2335	4	5	1
s83021	4	251	3
s121168	2	483	3
s82024	3	176	1
s2356	4	25431	1
s1315	4	14334	1
s5368	4	54885	3
s5220	2	3	1
s140431	2	52	3
s4621	4	40903	1
s143416	2	77	3
s287	4	44	3
s138233	2	74	3
s4413	3	15	1
s1641	3	1	1
s132066	2	487	1
s125347	2	1	1
s1089	3	39249	1
s2824	4	467276	3
s105379	2	6	3
s174	3	155	1
s143365	2	11	1
s120789	2	133	3
s592	2	50	1
s82306	2	311	3
s142607	2	101	1
s2008	4	6514	3
s4126	2	170	3
s121094	2	74	1
s1930	5	145469	1
s330	3	9	3
s2232	4	31240	3
s4667	2	79	3
s1108	5	16223	3
s105232	2	945	3
s81927	4	19	1
s82734	2	77	3
s783	4	79450	1
s538	4	53	1
s2579	4	148055	3
s2334	2	51	1
s121041	4	397	1
s104997	2	3	1
s105062	2	57	3
s1854	2	52	1
s2186	2	68	1
s82782	3	2	1
s104881	2	1506	1
s81921	3	15	3
s1611	4	188	3
s114799	2	116	1
s140432	2	744	3
s614	4	211	1
s3646	2	91	1
s1945	3	7	1
s81783	3	397	3
s120832	2	324	1
s3643	4	185741	1
s4371	4	48	3
s121200	2	154	1
s4800	3	34	1
s104968	2	79	1
s1786	2	87	1
s833	2	87	3
s3246	3	257	1
s114781	2	545	3
s81505	2	189	1
s81412	2	7473	3
s3660	4	65683	3
s2663	2	7	3
s126	4	11993	1
s138231	2	159	1
s3416	2	1	3
s5391	4	60163	1
s81900	4	315	1
s83339	2	1865	3
s105199	2	1	3
s131998	2	1	1
s140252	2	169	3
s1646	4	183	1
s120962	2	7988	1
s3340	4	28867	1
s125579	2	112	1
s120899	2	64	1
s2253	2	22	3
s82489	2	6	3
s5419	2	90	1
s1002	4	38452	3
s3618	4	7902	1
s4026	4	303976	3
s4701	4	28423	1
s1434	5	155	1
s2657	2	330	3
s120	4	131	1
s1734	4	91880	1
s4711	4	24406	1
s105634	4	23	1
s81805	2	63	3
s2580	4	93516	3
s125397	2	81	3
s3882	4	23868	1
s5034	4	1001	3
s143352	2	3	1
s105059	2	52	3
s1401	4	5	3
s82060	2	55	3
s114514	2	4	1
s2731	4	100941	1
s3985	4	160	3
s81606	2	321	1
s2702	2	154	3
s2926	4	71220	3
s5229	4	22389	1
s1669	4	144768	1
s4217	4	12	1
s2501	4	316	3
s2874	2	1144	3
s134760	2	389	1
s83273	2	162	3
s138339	2	19	1
s3523	2	64	3
s3842	4	28975	1
s83284	3	54	3
s125607	3	62	1
s2395	2	60	1
s134744	2	199	3
s3469	4	83426	1
s3748	4	131844	3
s5378	4	94	1
s114511	2	75	3
s82591	4	177	1
s81514	4	304	1
s1335	4	33329	3
s5264	2	1340	3
s81474	4	207	1
s1593	4	65735	1
s81725	2	6	3
s81875	2	2260	3
s104901	2	114	1
s5066	2	245	3
s2977	2	319	3
s2991	4	4665	1
s5109	2	140	3
s3252	3	96	3
s5348	2	251	1
s134725	2	3035	3
s125508	2	504	1
s5092	4	18	1
s105109	2	89	1
s4408	2	56	1
s137980	2	52	3
s129022	2	27	3
s532	3	93	1
s1329	4	48	1
s1379	4	20231	3
s1700	4	191451	3
s81940	2	64	1
s81885	2	164	1
s120875	2	71	1
s131999	3	248	1
s134663	2	130	3
s140528	2	63	3
s131980	2	204	1
s137977	2	1	3
s105668	2	19	1
s1980	4	100129	1
s82058	2	315	1
s129048	2	90	1
s406	4	7365	3
s105374	2	444	1
s1409	2	70323	1
s125500	2	327	1
s114613	2	131	3
s82979	2	149	3
s129164	2	431	3
s83098	2	7	1
s129081	2	27	3
s2527	4	11557	1
s2817	2	81	3
s105787	3	20	1
s2557	4	88490	1
s82712	2	1	1
s4463	2	320	3
s2999	4	89037	1
s4643	4	7467	1
s134685	2	1	1
s2099	4	48349	3
s82848	3	36	3
s1569	2	108	1
s138214	2	53	1
s105434	6	1299	1
s370	4	173	3
s5320	2	63	1
s82934	3	28	3
s105709	2	76	3
s5316	2	230	1
s81582	2	113	3
s5286	2	61	3
s4442	2	119	1
s3237	4	12178	3
s2887	4	624	3
s105564	4	2328	1
s83250	3	33	1
s114836	2	109	3
s354	4	37	3
s105464	5	80	1
s82144	3	214	1
s82374	4	693	1
s140455	2	1	1
s125443	2	50	1
s120851	2	109	1
s319	4	26062	1
s4522	2	182	3
s2742	4	40413	3
s120970	2	213	1
s2249	3	96	3
s105120	2	73	1
s82930	2	70	3
s105079	3	165	3
s637	2	121	3
s82834	2	718	3
s138291	2	342	1
s3770	4	450975	1
s140242	2	59	3
s749	4	13456	3
s82237	3	119	1
s4973	2	74	1
s4498	2	6374	1
s2304	4	55840	1
s82367	2	3836	1
s2779	4	14472	3
s4976	2	296	1
s140525	2	137	1
s82276	2	6	1
s2171	2	310	3
s4811	3	847	1
s1488	2	296	3
s3889	4	111111	1
s120814	2	68	1
s81380	3	750	3
s3224	4	63275	1
s4475	2	64	1
s140283	2	1517	1
s2197	2	68	1
s81630	2	543	1
s82441	2	102	1
s3305	3	1414	1
s125450	2	53	1
s81751	3	34	1
s540	4	447	1
s121076	3	71	3
s2231	4	44615	3
s4499	4	281180	1
s105489	2	437	3
s3253	3	150	3
s138232	2	57	3
s120967	2	280	1
s143336	2	113	1
s120990	2	1	3
s2559	4	138469	1
s120836	2	396	1
s298	4	1539	1
s104829	2	162	1
s873	2	298	3
s83030	4	72	1
s1139	4	89428	3
s1090	2	29963	1
s1225	4	223600	3
s1387	2	5290	1
s138206	2	86	3
s82983	2	1214	3
s3383	4	41088	3
s1337	4	102802	3
s922	4	131	1
s82061	2	90	3
s81427	2	83	1
s1049	2	202	1
s82630	2	2809	1
s114752	2	305	1
s95	4	65	3
s3375	4	37325	3
s82666	2	10	3
s2194	4	169653	1
s83163	3	130	3
s105358	4	546	3
s3389	2	32	1
s3968	4	37730	3
s2391	2	65	3
s3105	2	78	1
s3867	4	289885	1
s4676	4	193333	3
s82385	3	232	1
s104876	4	172	3
s1592	4	12365	1
s115120	2	10	1
s3585	4	43680	3
s105763	2	6	3
s105030	2	11	1
s2379	4	55093	1
s2406	2	131	3
s125493	2	1	3
s114507	2	325	1
s1885	4	5979	1
s81520	4	44	1
s105004	3	66	1
s1790	4	65811	1
s115	4	140	3
s81757	2	102	1
s1619	4	98391	1
s3844	4	31908	1
s120848	2	134	1
s4007	4	241909	1
s1367	3	47	1
s3771	2	5288	1
s2873	3	110	3
s125354	2	6291	1
s82832	2	99	3
s125456	2	24	1
s81450	2	322	3
s3405	4	2708	3
s125377	2	156	1
s125351	3	59826	1
s137968	2	10	1
s125569	3	107	1
s114997	2	117	1
s282	3	72	1
s143370	2	79	3
s3110	2	70	1
s114535	2	2437	1
s4852	4	257611	1
s5009	2	52	1
s3626	4	139838	1
s143387	2	16	1
s82681	3	10	1
s1571	3	9	1
s81515	2	110	1
s3162	3	752	1
s4733	4	177028	1
s4389	2	5	3
s129087	2	235	3
s140401	2	476	3
s2434	2	328	1
s4864	2	81	1
s83326	4	82	1
s114940	2	287	1
s4036	3	37	3
s4895	4	21648	1
s81928	4	301	1
s129244	2	150	3
s114722	2	1	1
s3552	3	277	1
s134749	2	52	1
s134813	2	957	1
s4049	4	77554	1
s83202	3	121	1
s4157	4	141	3
s105122	3	267	1
s82406	2	205	3
s83244	3	15	1
s120994	4	1725	1
s499	2	61	3
s1472	4	8859	3
s2543	4	249806	1
s140277	2	50	3
s2518	4	97108	3
s1908	4	31146	1
s140487	2	9	1
s3934	4	21787	1
s4631	5	200353	1
s4770	2	1139	3
s105401	4	8783	1
s5144	2	14	3
s3480	4	36716	1
s134726	3	1004	3
s1422	4	33058	1
s4880	2	56	1
s81800	2	3121	1
s4901	4	47318	1
s970	4	27	3
s115046	4	39	1
s338	2	174	3
s2783	4	5826	3
s105661	4	210	1
s5435	4	1	1
s82957	4	35	3
s81887	2	311	1
s81714	3	50	1
s134680	2	171	3
s138251	2	658	1
s105054	2	82	3
s4576	4	6388	3
s3680	4	62729	3
s5122	5	165	3
s104807	2	320	1
s81868	3	54	1
s137983	3	1822	3
s2686	2	3	1
s2345	4	211	1
s82127	3	29	1
s129042	2	50	3
s92	2	4	3
s132025	2	482	1
s1492	4	16442	3
s105648	4	542	3
s83337	2	640	1
s4491	2	2	1
s1934	2	54	1
s82382	4	519	1
s105258	2	90	1
s4495	4	20	1
s82531	2	62	3
s120759	3	119	1
s3953	2	83	1
s2773	4	1474	1
s4932	3	68	1
s2433	4	1259	1
s3528	4	9750	3
s140402	2	55	1
s82728	4	63	3
s83123	4	784	1
s134720	2	154	1
s780	2	138	1
s3509	4	82330	3
s138250	2	2270	3
s104964	2	62	1
s125346	4	1690	1
s2447	2	161	1
s4391	4	548036	3
s3982	2	67	3
s137974	2	333	1
s7	4	20385	1
s131902	2	76	1
s81859	2	6057	3
s2484	2	127	1
s4980	4	43	1
s121065	2	81	1
s140436	2	77	1
s3068	2	158	1
s83044	2	86	1
s125529	2	76	1
s4372	2	7	1
s1373	2	1	3
s125549	2	138	3
s81772	3	10	1
s82671	4	166	3
s81669	3	22	3
s105746	4	263	3
s114841	2	1	3
s2429	4	157528	1
s115027	2	959	1
s2094	2	6094	3
s81458	2	412	1
s1277	2	19	1
s138262	2	3858	1
s5209	4	8937	1
s4993	4	34065	1
s4916	4	208487	1
s3800	2	59	1
s979	2	10	1
s129003	2	101	3
s81914	2	178	3
s82823	3	75	3
s83321	2	188	1
s1168	4	446	1
s1707	2	309	3
s115009	3	63	1
s114925	4	785	1
s4121	4	172631	3
s3071	3	150	1
s1489	4	120670	3
s81793	2	315	1
s2729	3	27	1
s114717	3	49	3
s672	4	1661	1
s1768	2	80	1
s82761	3	36	3
s83287	3	7	3
s129038	2	51	1
s1151	4	141598	3
s81907	3	451	1
s2650	2	30	3
s82902	2	1181	3
s4063	4	259505	3
s4583	4	150310	3
s1933	4	45609	1
s703	4	9336	1
s81906	2	96	1
s121142	2	6	3
s129170	3	204	1
s4457	2	67	1
s115035	4	173	3
s105509	2	81	1
s83095	4	164	1
s105265	2	122	3
s5321	4	10946	1
s4256	4	46086	1
s114791	2	75	3
s82776	2	65	3
s114725	2	180	3
s83322	3	183	1
s82726	3	1	1
s1125	2	56	1
s82878	3	158	1
s125577	2	17	1
s82904	2	471	3
s114887	4	426	1
s3388	4	20223	1
s138358	3	2	3
s1520	4	35693	1
s114854	2	80	1
s81468	2	5497	1
s4086	4	17823	1
s3514	2	2451	3
s131888	2	95	1
s1961	2	26	1
s5296	4	130	3
s1325	4	7460	1
s2566	2	90	1
s105129	2	3	1
s4857	2	60	1
s1264	2	178	1
s121174	4	69	3
s5401	3	5	1
s121170	2	90	3
s2614	4	1315	1
s82216	2	124	3
s121066	2	91	1
s3930	4	36	1
s1998	2	4	3
s114574	2	60	3
s114606	2	325	1
s104989	2	311	3
s125553	3	3	3
s81807	2	185	1
s1328	4	417	1
s325	2	9	1
s140253	2	297	3
s3881	2	129	1
s3818	4	249360	1
s104929	2	190	3
s5177	2	126	3
s83027	4	554	1
s3067	4	12047	3
s134660	2	45	3
s129193	2	501	1
s120925	2	1	3
s2365	4	136215	3
s3638	4	106161	1
s3650	2	3082	1
s4101	4	280505	1
s5195	2	62	3
s105308	3	111	1
s132019	2	48	1
s1153	2	184	3
s4046	3	18	1
s4760	2	310	1
s3218	6	190	0
s129190	2	358	3
s681	4	7930	3
s5110	4	1517	3
s3764	2	32	1
s1644	4	66	1
s81910	2	80	1
s4155	4	373879	3
s105701	3	391	3
s82474	2	1	1
s121025	2	1	3
s4337	2	1947	1
s120865	2	103	1
s3909	2	1	3
s4019	4	263535	3
s1318	4	47807	1
s138287	2	21	1
s2791	4	172	1
s114756	3	39	1
s4535	2	65	3
s138258	2	562	3
s3292	4	1407	1
s57	4	16554	1
s115063	2	362	3
s1575	2	7241	3
s5269	2	310	1
s82865	2	212	1
s3269	3	1782	1
s140435	2	53	1
s138221	2	11	1
s111	2	6	1
s4804	2	3	1
s125518	2	1	3
s1879	4	47975	1
s3069	3	331	1
s134646	2	9	1
s3182	2	768	1
s865	4	201	3
s115022	2	1	3
s105066	2	71	1
s121163	2	322	1
s2945	4	90317	1
s3724	4	179520	3
s82304	2	2224	3
s2707	4	95441	3
s1050	4	585	3
s1782	4	20177	1
s81418	2	9	1
s83006	2	1	1
s2536	4	24408	1
s322	3	28779	1
s565	2	160	1
s129033	3	37	1
s83075	4	217	3
s121015	3	72	1
s1989	2	325	3
s82075	2	459	1
s3452	4	154	3
s2784	2	72	3
s121138	2	374	1
s81631	2	78	1
s105696	3	494	3
s125405	2	338	1
s3753	4	46530	1
s728	2	1	3
s895	2	11	1
s223	3	6	3
s82695	3	159	1
s2314	4	19623	1
s5214	4	957	1
s82366	2	685	3
s5248	4	50423	3
s2128	4	175168	1
s2364	2	7	1
s82569	3	88	1
s104987	2	17	3
s121074	2	10	3
s105616	2	691	1
s81728	3	49	1
s1052	4	53639	3
s114657	2	319	1
s82460	3	247	1
s195	4	11178	3
s1079	2	235	1
s4777	4	12787	1
s4867	4	149357	1
s105619	4	237	3
s3707	2	22124	3
s5156	2	1	1
s105736	2	245	3
s105690	3	135	3
s104877	2	6	1
s2178	4	200	3
s81952	3	7	1
s1276	6	86415	1
s5153	4	23313	1
s486	5	210	3
s121019	2	81	1
s125619	2	91	1
s3520	4	228922	1
s4607	4	19324	3
s137981	2	594	1
s3449	4	119878	3
s82169	3	302	3
s5021	4	93	1
s2250	2	60	3
s125470	2	53	3
s82141	2	170	3
s4316	2	1	1
s4983	3	54	1
s82050	4	365	3
s2963	2	65	1
s4683	2	150	1
s827	5	2944	1
s81350	3	27	3
s114861	2	5	3
s125366	2	68	1
s2397	2	15	1
s134638	2	65	1
s83169	3	104	1
s115094	2	4	1
s82892	3	402	1
s114510	3	3	3
s350	4	20686	3
s105002	3	74	1
s114669	2	61	3
s131992	2	208	1
s82232	2	17	1
s5216	3	190	1
s2211	4	14878	1
s81640	2	30	1
s881	4	42	3
s2838	2	61	1
s3121	3	341	3
s1857	4	240266	1
s3584	4	134083	3
s105640	4	115	1
s1442	4	23306	1
s114556	2	21	1
s2661	2	67	3
s1267	2	6	1
s105015	2	5	1
s1994	2	69	3
s120756	2	79	3
s114796	2	62	1
s82231	4	87	1
s82740	4	53	3
s4839	4	62942	1
s3836	4	1032	1
s1826	2	3	1
s82916	2	144	3
s105646	4	393	3
s4659	4	89571	3
s1297	2	300	3
s82829	3	824	3
s276	2	143	1
s125402	2	330	1
s3041	2	142	1
s4207	4	502	3
s81888	2	345	1
s3154	4	55	3
s2738	4	49868	3
s105805	3	433	1
s3212	4	359	1
s82879	2	69	1
s114505	2	66	1
s4382	5	99459	3
s218	2	129	3
s2266	2	283	1
s993	2	100	1
s1567	3	45	1
s4240	2	317	1
s226	4	201	3
s82119	2	206	1
s616	2	15	1
s134807	2	485	3
s82290	2	50	3
s193	4	23860	3
s105299	2	50	1
s82586	3	21	3
s114961	2	425	1
s104911	3	626	1
s114644	2	316	3
s134723	2	93	1
s82212	3	60	3
s131881	2	50	3
s82348	2	1	3
s290	4	15499	1
s81438	2	109	1
s82233	4	307	1
s5299	3	248	3
s197	3	36	3
s2088	4	225301	1
s3205	2	90	3
s125557	2	56	3
s617	4	62067	1
s1083	2	50000	1
s81485	4	56	3
s1134	2	110	1
s1476	4	34084	3
s81951	2	116	1
s83203	2	78	1
s333	2	11	3
s2610	4	487423	1
s82992	4	280	3
s114643	2	59	3
s82078	2	127	1
s83294	4	22	3
s3720	4	1452	3
s120889	2	54	3
s4427	2	88	3
s82469	2	11	1
s125516	2	38	1
s81647	3	130	1
s4073	4	10551	3
s3557	2	1830	1
s114667	2	14062	1
s4979	2	54	1
s82974	3	850	3
s2934	2	81	1
s131947	2	1632	3
s4177	4	6141	3
s82910	4	748	1
s114843	2	303	1
s83327	2	80	1
s134693	2	1	3
s82481	2	119	3
s125424	2	63	1
s125445	2	299	3
s898	2	6	1
s2654	3	104	1
s1795	4	173836	3
s2669	4	70453	3
s129055	2	330	3
s3507	4	140711	3
s82502	3	317	3
s105118	2	160	1
s2541	4	101820	1
s114807	2	193	3
s81449	2	1381	1
s1943	5	719	1
s105061	3	35	3
s3654	4	93827	3
s1448	4	103902	1
s105257	2	77	1
s1755	4	211274	3
s105309	2	302	1
s83323	4	75	1
s105077	4	110	3
s120975	4	591	3
s1280	2	1	1
s1765	3	829	1
s81423	3	51	1
s1408	4	98492	1
s2670	4	19007	3
s121075	4	155	3
s182	3	6	1
s105316	2	1	3
s1509	4	223409	1
s81425	4	90	1
s129236	2	31	1
s3329	4	5031	1
s3744	4	10021	3
s105130	4	193	3
s114553	4	275	1
s64	3	1	1
s4820	4	230	3
s5152	2	63	1
s666	4	2255	3
s138332	2	72	1
s120775	2	96	3
s83132	2	1573	3
s2842	2	170	3
s81434	2	310	3
s104824	2	125	3
s1480	4	353485	3
s1031	4	77370	3
s2121	2	138	3
s105592	3	111	1
s82048	4	386	3
s137925	2	3	3
s82361	3	16	3
s140482	2	240	1
s81991	4	47	1
s1896	3	31	3
s138237	2	56	3
s1625	4	432043	3
s3546	4	95218	1
s4893	4	22659	1
s131942	2	1	3
s4985	4	9389	1
s3540	2	315	1
s134658	3	19	1
s213	3	52	3
s2339	4	42	1
s4088	4	1735	1
s82193	3	29	1
s82658	4	182	1
s121137	2	320	1
s115047	2	58	3
s3372	3	9	3
s5235	3	7	3
s138342	2	1866	1
s82346	2	420	1
s105324	4	701	3
s105312	3	10	3
s134626	2	61	1
s115078	2	370	1
s83057	4	210	3
s120761	2	66	3
s5228	2	111	1
s3527	2	204	3
s3973	4	28651	1
s2869	2	12913	3
s138264	2	1	1
s1889	4	10	3
s2815	2	1949	3
s140414	2	3	1
s2089	4	109970	3
s5227	4	78	1
s83042	5	329	1
s114776	2	364	3
s140503	2	203	1
s83288	4	36	1
s2267	4	11553	1
s132064	2	247	3
s105393	3	3300	1
s3788	4	8611	3
s1353	5	110	1
s4270	4	129463	1
s120811	2	52	3
s81540	2	1	3
s2415	2	3869	3
s2769	4	160477	1
s2399	2	62	3
s5268	4	38661	1
s4031	2	14	3
s4	4	360	1
s16	4	4911	1
s129072	2	113	1
s81971	3	251	3
s125381	2	70	3
s81933	2	231	1
s3131	2	72	1
s5192	2	56	1
s4986	4	84214	1
s3496	4	261642	1
s105225	2	1	3
s140474	2	317	1
s1100	4	31388	3
s3055	4	34969	1
s82773	2	296	3
s1180	4	25772	1
s140459	2	1207	1
s2502	2	5	3
s82261	3	48	3
s134801	5	277	1
s140403	2	60	3
s2758	4	208534	1
s114543	2	171	1
s82530	4	308	3
s81972	4	88	3
s129167	2	748	1
s96480	2	142	1
s120936	2	302	3
s1496	3	139	3
s3221	2	1	2
s4167	4	84	3
s82797	3	15	1
s125426	2	277	1
s3721	2	12	3
s115056	2	2313	1
s1740	4	46276	1
s4764	4	325706	1
s3984	2	52	3
s306	4	29417	3
s1862	2	1	1
s4065	2	451	3
s105087	2	1183	1
s82954	4	25	3
s114817	2	22	3
s104955	2	108	3
s82598	2	93	1
s1155	2	34	3
s143406	2	86	1
s41	3	182	3
s5005	2	13	1
s121105	2	118	1
s4722	4	156	1
s82203	2	97	1
s4098	3	136034	1
s105774	3	1752	3
s114685	2	20	3
s180	4	240	1
s105795	3	1111	1
s134703	2	140	3
s129230	2	58	3
s121183	2	19	1
s132003	2	171	3
s82534	2	60	3
s5252	3	108	3
s81580	3	17	3
s140263	2	79	3
s740	4	43010	1
s114621	2	1951	3
s4404	4	53277	1
s82330	4	50	3
s104862	2	2	1
s2046	4	71033	3
s1680	4	32987	1
s125387	2	24	1
s81829	2	10	3
s82423	2	13	1
s81746	2	231	3
s398	3	39	3
s114682	2	58	3
s3792	4	223783	1
s82677	4	204	3
s105040	2	78	3
s1731	4	89891	1
s52	2	414	3
s3701	4	16906	3
s2062	2	54	1
s1165	4	1822	1
s4106	4	44552	1
s82046	4	145	3
s3345	2	7225	1
s121147	2	95	1
s82582	3	35	3
s3591	4	25775	3
s430	4	9593	1
s105624	2	1101	1
s268	3	10	3
s120880	2	57	1
s140448	2	311	1
s105175	3	44	1
s748	2	76	3
s3582	4	214108	3
s429	2	207	1
s143368	2	51	1
s3153	2	68	3
s105005	2	4	1
s82135	2	149	1
s82914	2	77	3
s81727	2	320	1
s3119	3	88	3
s82986	2	59	3
s82104	2	3	1
s2083	4	10203	1
s318	2	167	1
s81809	2	368	1
s3820	2	3	1
s3918	4	72435	3
s5372	4	135	1
s125365	3	3	1
s81662	3	33	1
s125466	2	105	1
s105582	4	232	3
s5343	2	6207	1
s5361	4	24627	1
s82172	4	1111	3
s2687	4	120081	3
s812	4	74491	3
s5059	4	20138	3
s120812	2	94	3
s105150	2	813	1
s105361	2	605	3
s82772	4	650	3
s81654	4	658	3
s82074	2	86	1
s81704	2	9	3
s115031	4	141	3
s2020	4	55791	1
s105192	2	1916	1
s3486	4	101201	1
s5402	3	175	3
s376	2	79	1
s3963	2	775	3
s81698	3	31	1
s239	4	4458	1
s3184	2	60	1
s4656	2	137	3
s2476	2	11	3
s3278	5	194	3
s82235	4	41	1
s706	2	67	1
s3543	2	74	3
s105456	5	1572	1
s83289	2	51	3
s534	4	1081	1
s5022	4	4221	1
s920	3	5	1
s82272	2	1687	3
s3026	2	3750	1
s82632	3	46	1
s2119	2	857	3
s3450	4	41499	3
s125421	2	77	1
s82946	4	377	1
s120988	2	424	3
s5234	2	13	3
s114653	2	2397	1
s4626	4	12	1
s3590	4	2999	3
s4188	4	47450	3
s82182	2	96	3
s125587	2	12276	3
s4175	4	174	3
s82746	3	339	3
s120858	2	317	1
s114762	2	3	1
s1579	4	92255	3
s1951	4	268247	1
s82243	2	125	3
s129067	2	2920	1
s81954	4	384	1
s2277	4	38	1
s4661	4	185829	3
s82101	2	4	1
s81977	3	146	3
s1925	2	318	1
s2306	4	110681	1
s143364	2	60	1
s2297	4	16800	1
s104922	2	13	3
s82383	4	493	1
s5370	4	21296	1
s3276	4	5086	1
s104808	2	187	3
s3124	8	401	1
s1689	4	98723	3
s82849	3	1337	3
s327	4	5152	3
s4154	4	58183	3
s82319	3	19	3
s83144	3	3055	1
s132016	2	493	1
s4143	4	108990	3
s82713	2	642	1
s1286	4	177043	3
s82103	3	63	1
s3008	2	4	3
s709	4	5188	1
s138323	2	58	1
s2154	2	331	1
s120907	2	102	3
s140491	2	6	1
s4416	4	159121	1
s232	4	4806	3
s3002	2	160	1
s82147	2	57	3
s3210	4	120667	3
s915	2	51	1
s82158	2	314	3
s3622	4	580466	1
s3300	4	77	1
s140465	2	91	1
s120754	2	364	1
s1656	5	686	3
s2585	4	8845	1
s4245	4	3917	1
s1605	2	9	3
s2454	4	49763	1
s105536	3	1443	1
s1463	4	303237	1
s3778	4	14424	1
s105749	2	506	1
s5106	3	13	3
s105288	3	48	1
