node	length	degree	branching	terminal
s1662	25344	4	True	False
s105005	4	2	False	False
s129066	82	2	False	False
s114662	210	2	False	False
s120924	152	2	False	False
s105512	115	2	False	False
s173	1	2	False	False
s125582	595	4	True	False
s4721	46814	4	True	False
s121063	99	2	False	False
s828	6977	4	True	False
s922	131	4	True	False
s1613	75	4	True	False
s2439	521345	4	True	False
s115034	58	2	False	False
s4679	56	2	False	False
s3192	64	3	True	False
s83056	23	2	False	False
s120956	1455	2	False	False
s83284	54	3	True	False
s82426	431	3	True	False
s3053	1477	4	True	False
s129082	94	2	False	False
s82928	121	3	True	False
s105658	1197	2	False	False
s114827	216	2	False	False
s140404	6	2	False	False
s140514	21	2	False	False
s81983	351	2	False	False
s165	7423	4	True	False
s1948	58	4	True	False
s129153	108	3	True	False
s3262	107441	2	False	False
s2165	249	2	False	False
s4378	190107	4	True	False
s5082	89	4	True	False
s82446	24	3	True	False
s82644	52	2	False	False
s82040	84	4	True	False
s929	56035	4	True	False
s138230	50	2	False	False
s2809	101878	4	True	False
s82033	120	2	False	False
s1826	3	2	False	False
s3111	161	4	True	False
s4223	50	2	False	False
s5229	22389	4	True	False
s2008	6514	4	True	False
s82574	199	3	True	False
s105106	58	2	False	False
s330	9	3	True	False
s1114	419	4	True	False
s3141	68	2	False	False
s82179	100	2	False	False
s4338	50743	4	True	False
s125417	336	2	False	False
s125521	2	2	False	False
s105053	56	2	False	False
s115093	58	2	False	False
s4547	171	4	True	False
s1242	266	2	False	False
s1590	244811	4	True	False
s81607	76	2	False	False
s2127	327500	4	True	False
s4759	53650	4	True	False
s2734	49614	5	True	False
s1309	65705	4	True	False
s131966	73	2	False	False
s2621	16	4	True	False
s2609	144	2	False	False
s82723	14	4	True	False
s83037	12	4	True	False
s1775	303371	4	True	False
s82650	169	3	True	False
s2195	14	3	True	False
s192	491	4	True	False
s346	25527	4	True	False
s3611	75953	4	True	False
s105428	8	3	True	False
s2031	349	2	False	False
s2467	60	2	False	False
s2765	67	2	False	False
s3341	173500	4	True	False
s781	27653	4	True	False
s125353	56124	3	True	False
s5267	63	2	False	False
s81925	238	3	True	False
s82743	21	4	True	False
s1188	32875	5	True	False
s120832	324	2	False	False
s1182	50000	2	False	False
s4036	37	3	True	False
s1656	686	5	True	False
s82249	12	3	True	False
s120818	82	2	False	False
s137983	1822	3	True	False
s4600	1985	4	True	False
s82206	55	3	True	False
s5087	234	3	True	False
s5395	18056	2	False	False
s114940	287	2	False	False
s120778	62	2	False	False
s83147	1562	2	False	False
s1719	65	2	False	False
s105774	1752	3	True	False
s5327	84	2	False	False
s82421	12	3	True	False
s82060	55	2	False	False
s1366	129	5	True	False
s3260	20	3	True	False
s3831	280	4	True	False
s114738	318	2	False	False
s131910	76	2	False	False
s82854	50	3	True	False
s105242	10	2	False	False
s2228	11087	4	True	False
s3767	160284	4	True	False
s139610	85	2	False	False
s4339	187687	4	True	False
s134622	7	2	False	False
s4943	46305	4	True	False
s134674	14	2	False	False
s926	170144	4	True	False
s131917	72	2	False	False
s4273	87	3	True	False
s83272	1	2	False	False
s1581	92651	4	True	False
s120939	4	2	False	False
s83195	11	2	False	False
s83164	43	3	True	False
s104829	162	2	False	False
s82937	8	4	True	False
s3905	125786	4	True	False
s140402	55	2	False	False
s3039	195	2	False	False
s4635	83	2	False	False
s82101	4	2	False	False
s4041	163	2	False	False
s143349	168	2	False	False
s464	1251	5	True	False
s4554	56	2	False	False
s3031	1529	2	False	False
s134776	69	2	False	False
s2169	470450	4	True	False
s83168	45	4	True	False
s81597	95	2	False	False
s82632	46	3	True	False
s134694	55	2	False	False
s105426	25	5	True	False
s105619	237	4	True	False
s3844	31908	4	True	False
s114935	1081	4	True	False
s4648	336	2	False	False
s271	3380	4	True	False
s104900	137	3	True	False
s81909	1474	3	True	False
s81625	56	2	False	False
s105353	251	4	True	False
s3051	278	2	False	False
s138328	154	2	False	False
s5066	245	2	False	False
s283	74	4	True	False
s114575	136	2	False	False
s125456	24	2	False	False
s4061	42738	4	True	False
s1912	79	2	False	False
s4944	52	2	False	False
s81732	233	2	False	False
s2960	44	4	True	False
s538	53	4	True	False
s125364	47	2	False	False
s114962	93	4	True	False
s758	46	4	True	False
s82126	135	2	False	False
s82586	21	3	True	False
s81383	2126	2	False	False
s4188	47450	4	True	False
s138273	163	2	False	False
s114931	1997	4	True	False
s5126	8028	4	True	False
s105693	196	4	True	False
s105136	75	2	False	False
s81643	510	3	True	False
s104875	12	2	False	False
s5337	405	2	False	False
s81717	84	3	True	False
s82840	524	3	True	False
s132054	88	2	False	False
s83267	74	4	True	False
s81532	9	2	False	False
s3865	46238	4	True	False
s114644	316	2	False	False
s5052	14796	4	True	False
s83321	188	2	False	False
s830	37824	4	True	False
s129054	106	2	False	False
s3199	21292	2	False	False
s143340	129	2	False	False
s4894	331	4	True	False
s125384	93	2	False	False
s138248	261	2	False	False
s322	28779	3	True	False
s140460	307	2	False	False
s114791	75	2	False	False
s1623	316466	4	True	False
s138297	1180	3	True	False
s2166	88313	4	True	False
s2261	74	2	False	False
s121160	331	2	False	False
s784	12	4	True	False
s2477	108005	4	True	False
s4225	161	2	False	False
s2148	30531	4	True	False
s3637	679	4	True	False
s105237	52	2	False	False
s82115	162	2	False	False
s3995	23496	4	True	False
s105302	25	3	True	False
s3989	52	2	False	False
s82210	23	3	True	False
s3932	128562	4	True	False
s120795	63	2	False	False
s3789	3	2	False	False
s4164	46	3	True	False
s83242	163	4	True	False
s83227	52	4	True	False
s2506	10317	4	True	False
s140507	63	2	False	False
s2170	15970	4	True	False
s3414	53270	4	True	False
s105081	495	2	False	False
s4582	2	3	True	False
s2845	98	2	False	False
s82819	1	2	False	False
s4649	144784	5	True	False
s3068	158	2	False	False
s83143	1	2	False	False
s699	3470	4	True	False
s4146	21	3	True	False
s115079	148	2	False	False
s104841	13	2	False	False
s3150	17	5	True	False
s82320	378	2	False	False
s83255	253	3	True	False
s2744	59598	4	True	False
s131950	53	3	True	False
s912	122	2	False	False
s4502	33437	4	True	False
s1879	47975	4	True	False
s420	102	3	True	False
s82750	15	3	True	False
s2527	11557	4	True	False
s4453	5	2	False	False
s3335	77	2	False	False
s1330	60	2	False	False
s2840	90	2	False	False
s3433	956	2	False	False
s1117	45	2	False	False
s81736	83	3	True	False
s105673	2	3	True	False
s81700	98	4	True	False
s83214	18	3	True	False
s3207	590	2	False	False
s120826	35	2	False	False
s83325	1003	3	True	False
s4469	50	2	False	False
s4590	8	4	True	False
s140433	230	2	False	False
s2225	734	2	False	False
s114686	210	2	False	False
s82332	41	3	True	False
s3756	12	4	True	False
s114585	277	3	True	False
s121030	132	2	False	False
s857	20895	4	True	False
s125342	1761	2	False	False
s120789	133	2	False	False
s4693	306	2	False	False
s83146	6334	2	False	False
s2907	6050	2	False	False
s5100	15	3	True	False
s114622	296	2	False	False
s3132	414	4	True	False
s105807	152	2	False	False
s114518	7	2	False	False
s81711	70	2	False	False
s81558	118	4	True	False
s1015	86382	4	True	False
s5086	284	4	True	False
s230	244	4	True	False
s138315	233	2	False	False
s82291	150	2	False	False
s63	1108	4	True	False
s4763	6724	4	True	False
s125590	168	2	False	False
s125584	1303	4	True	False
s104856	28	2	False	False
s114901	514	4	True	False
s1102	20523	4	True	False
s4504	239487	4	True	False
s5153	23313	4	True	False
s125426	277	2	False	False
s121028	562	2	False	False
s5405	162	2	False	False
s668	154	4	True	False
s529	508	4	True	False
s115094	4	2	False	False
s5299	248	3	True	False
s3134	785	5	True	False
s1140	73699	4	True	False
s105255	6	2	False	False
s105746	263	4	True	False
s3887	20670	4	True	False
s1230	24203	4	True	False
s125345	2142	2	False	False
s5173	62	2	False	False
s114760	6	2	False	False
s105109	89	2	False	False
s83061	184	2	False	False
s1985	913	2	False	False
s82260	51	3	True	False
s5286	61	2	False	False
s120851	109	2	False	False
s3643	185741	4	True	False
s1352	1	2	False	False
s548	1	2	False	False
s1146	74453	4	True	False
s82798	65	3	True	False
s125523	12	2	False	False
s1070	19	4	True	False
s139620	62	2	False	False
s125404	320	2	False	False
s307	136	4	True	False
s2739	58	2	False	False
s104852	327	2	False	False
s105539	1107	4	True	False
s845	2	2	False	False
s2691	80	2	False	False
s115054	1	2	False	False
s121108	90	2	False	False
s3110	70	2	False	False
s105062	57	2	False	False
s2531	2288	4	True	False
s2755	1921	4	True	False
s125437	355	3	True	False
s134637	236	2	False	False
s105713	52	3	True	False
s129017	8	2	False	False
s82507	37	3	True	False
s82304	2224	2	False	False
s2442	56910	4	True	False
s104906	78	2	False	False
s81470	112	2	False	False
s1583	187912	4	True	False
s4087	3	2	False	False
s138253	724	2	False	False
s82778	226	3	True	False
s105265	122	2	False	False
s82824	204	2	False	False
s134624	262	2	False	False
s140512	69	2	False	False
s143393	1089	2	False	False
s1316	135	2	False	False
s114784	51	2	False	False
s105377	524	5	True	False
s1997	223899	4	True	False
s1626	201629	4	True	False
s120810	2	2	False	False
s121085	6	2	False	False
s4796	803	4	True	False
s2514	834	2	False	False
s5372	135	4	True	False
s83015	107	3	True	False
s4811	847	3	True	False
s114648	1	2	False	False
s543	202	2	False	False
s114996	363	4	True	False
s5425	16264	4	True	False
s2808	81897	4	True	False
s82054	262	5	True	False
s3750	2025	4	True	False
s4987	1018	2	False	False
s81478	2541	2	False	False
s82335	78	2	False	False
s104835	789	2	False	False
s105624	1101	2	False	False
s2493	145197	4	True	False
s1160	21458	2	False	False
s134635	132	3	True	False
s81884	253	3	True	False
s3539	362	4	True	False
s1757	83340	4	True	False
s83191	170	2	False	False
s125487	93	2	False	False
s104814	5	2	False	False
s96478	487	2	False	False
s4149	27	3	True	False
s3510	322	2	False	False
s105533	629	2	False	False
s2108	17	2	False	False
s4656	137	2	False	False
s3794	133	3	True	False
s134783	2	2	False	False
s125397	81	2	False	False
s2875	1324	3	True	False
s105789	85	2	False	False
s1133	6	4	True	False
s82875	22	3	True	False
s81428	148	2	False	False
s105063	64	3	True	False
s105489	437	2	False	False
s1399	9298	4	True	False
s3666	102994	4	True	False
s81402	71	2	False	False
s4856	97364	4	True	False
s5054	3666	4	True	False
s4122	61	2	False	False
s755	1	2	False	False
s1795	173836	4	True	False
s3271	1	2	False	False
s82388	12	3	True	False
s81458	412	2	False	False
s104904	76	2	False	False
s4605	180	3	True	False
s5432	93	2	False	False
s3983	125679	4	True	False
s125548	156	2	False	False
s82814	141	3	True	False
s3999	36145	4	True	False
s81843	51	2	False	False
s5213	108	2	False	False
s104842	448	2	False	False
s82362	98	2	False	False
s83165	44	4	True	False
s156	147	3	True	False
s120890	480	2	False	False
s102	58	2	False	False
s105490	538	4	True	False
s132002	115	2	False	False
s3369	423	4	True	False
s2368	329	2	False	False
s137937	92	2	False	False
s83176	1	2	False	False
s4742	96724	4	True	False
s114607	307	2	False	False
s3483	228881	4	True	False
s2973	52721	4	True	False
s121144	3733	2	False	False
s4552	270	2	False	False
s120819	320	2	False	False
s82271	118	2	False	False
s3299	3662	5	True	False
s2725	80270	4	True	False
s129094	64	2	False	False
s1896	31	3	True	False
s2101	7864	4	True	False
s82177	341	2	False	False
s797	81	4	True	False
s81993	91	2	False	False
s4353	90	2	False	False
s3571	437	2	False	False
s1814	53	2	False	False
s129231	121	2	False	False
s459	8	2	False	False
s81838	506	2	False	False
s143400	91	2	False	False
s1488	296	2	False	False
s104823	162	2	False	False
s82806	351	4	True	False
s104938	138	2	False	False
s1834	45	3	True	False
s115078	370	2	False	False
s1513	74373	4	True	False
s105133	9	2	False	False
s105545	465	3	True	False
s5279	188	4	True	False
s4643	7467	4	True	False
s2163	1	2	False	False
s125623	141	2	False	False
s105373	370	4	True	False
s81543	101	2	False	False
s114916	352	4	True	False
s3028	1661	4	True	False
s3210	120667	4	True	False
s105496	178	3	True	False
s2925	3357	2	False	False
s105481	419	3	True	False
s4662	101112	4	True	False
s4976	296	2	False	False
s4588	112726	4	True	False
s140492	1	2	False	False
s5098	4747	4	True	False
s4977	64981	4	True	False
s1715	249308	4	True	False
s105473	530	3	True	False
s2351	196612	4	True	False
s1032	86	2	False	False
s3116	865	3	True	False
s2130	576229	4	True	False
s2779	14472	4	True	False
s81645	124	3	True	False
s104910	1347	3	True	False
s125569	107	3	True	False
s5009	52	2	False	False
s114641	113	2	False	False
s114811	367	2	False	False
s1336	37	2	False	False
s3478	52	2	False	False
s2190	8730	2	False	False
s3691	13766	4	True	False
s81561	340	2	False	False
s105431	234	4	True	False
s82491	608	2	False	False
s3573	2853	5	True	False
s2240	97726	4	True	False
s3282	55	2	False	False
s4555	5961	4	True	False
s82503	8	2	False	False
s4003	115146	4	True	False
s129203	188	2	False	False
s3232	169996	4	True	False
s81583	15	2	False	False
s114969	38	3	True	False
s4449	3282	4	True	False
s4055	69	4	True	False
s4723	76	2	False	False
s3059	57955	4	True	False
s81569	1964	2	False	False
s305	1	2	False	False
s129235	4764	3	True	False
s3400	1130	3	True	False
s105602	17	3	True	False
s105071	53	2	False	False
s658	66788	4	True	False
s3213	168	2	False	False
s138235	120	2	False	False
s82602	536	3	True	False
s1799	167621	4	True	False
s4620	87	2	False	False
s114824	631	3	True	False
s2554	90	2	False	False
s138236	133	2	False	False
s81642	22	3	True	False
s2375	74	2	False	False
s82233	307	4	True	False
s3019	2289	4	True	False
s5000	105	3	True	False
s5411	139	4	True	False
s4437	9905	4	True	False
s114712	260	2	False	False
s105516	2839	4	True	False
s3538	9	3	True	False
s110	98	4	True	False
s269	9	2	False	False
s1992	218	4	True	False
s81762	48	4	True	False
s114698	100	2	False	False
s5038	118645	4	True	False
s82628	1	2	False	False
s120912	66	2	False	False
s4862	943	2	False	False
s1305	35178	4	True	False
s186	25	4	True	False
s2151	323	2	False	False
s82234	56	2	False	False
s82203	97	2	False	False
s82583	60	4	True	False
s129041	317	2	False	False
s1341	34	4	True	False
s2987	56	3	True	False
s4607	19324	4	True	False
s81867	316	2	False	False
s3866	12348	4	True	False
s114757	134	2	False	False
s105630	202	4	True	False
s1482	64939	4	True	False
s81431	287	2	False	False
s104878	13	2	False	False
s81591	204	2	False	False
s120891	589	4	True	False
s2306	110681	4	True	False
s3504	12709	4	True	False
s104802	8	2	False	False
s143322	59	2	False	False
s81440	268	7	True	False
s82045	162	3	True	False
s115067	266	2	False	False
s131959	51	2	False	False
s741	4116	4	True	False
s104898	4	2	False	False
s411	40558	4	True	False
s105779	10	2	False	False
s120991	672	2	False	False
s105392	200	2	False	False
s105783	239	2	False	False
s3096	52	2	False	False
s81464	39	3	True	False
s83149	261	3	True	False
s163	51	2	False	False
s3076	11012	4	True	False
s2880	119283	5	True	False
s3838	41395	4	True	False
s2815	1949	2	False	False
s81844	100	3	True	False
s5048	39	4	True	False
s82926	287	3	True	False
s121042	263	2	False	False
s120797	151	2	False	False
s1670	5	2	False	False
s3827	353	2	False	False
s240	3878	4	True	False
s81940	64	2	False	False
s104822	316	2	False	False
s4367	64	2	False	False
s83019	174	3	True	False
s594	44	2	False	False
s104795	1753	2	False	False
s82948	242	4	True	False
s1852	54	2	False	False
s138251	658	2	False	False
s83291	422	2	False	False
s104939	70	2	False	False
s1732	84	2	False	False
s81422	1	2	False	False
s364	166	5	True	False
s120847	50	2	False	False
s327	5152	4	True	False
s114525	18	3	True	False
s120774	72	2	False	False
s120915	4	2	False	False
s114751	14	2	False	False
s82788	628	2	False	False
s105261	90	2	False	False
s943	486	4	True	False
s137970	12609	2	False	False
s81823	79	2	False	False
s3461	240	2	False	False
s3826	20331	4	True	False
s2794	841	3	True	False
s83182	31	3	True	False
s1067	296	2	False	False
s105702	71	3	True	False
s140453	2	2	False	False
s4198	29495	4	True	False
s121081	427	2	False	False
s114978	37	2	False	False
s104943	203	2	False	False
s132023	105	2	False	False
s82418	250	3	True	False
s81790	577	2	False	False
s82871	127	2	False	False
s82161	81	2	False	False
s295	539	2	False	False
s81952	7	3	True	False
s4927	263	2	False	False
s132069	385	2	False	False
s82297	316	2	False	False
s105518	1363	2	False	False
s114894	216	4	True	False
s82892	402	3	True	False
s105220	144	2	False	False
s1322	61112	4	True	False
s1830	34599	4	True	False
s170	124	3	True	False
s1475	161	2	False	False
s105129	3	2	False	False
s120975	591	4	True	False
s2868	485062	4	True	False
s105703	5	2	False	False
s104858	1	2	False	False
s5059	20138	4	True	False
s3095	50	4	True	False
s81537	97	2	False	False
s105312	10	3	True	False
s114870	345	4	True	False
s2502	5	2	False	False
s2594	32907	4	True	False
s105055	1	2	False	False
s4911	81426	4	True	False
s129088	77	2	False	False
s82333	47	4	True	False
s4553	9681	4	True	False
s783	79450	4	True	False
s115096	249	2	False	False
s3662	111117	4	True	False
s120748	1	2	False	False
s83016	7	2	False	False
s5268	38661	4	True	False
s82456	60	2	False	False
s121119	16	3	True	False
s4382	99459	5	True	False
s83110	412	4	True	False
s140452	172	2	False	False
s134755	71	2	False	False
s134805	18	3	True	False
s1768	80	2	False	False
s105247	2262	3	True	False
s444	80	4	True	False
s81436	967	2	False	False
s120941	52	2	False	False
s345	11771	4	True	False
s3215	348	2	False	False
s105016	7334	2	False	False
s82815	21	2	False	False
s82700	65	2	False	False
s2057	2790	2	False	False
s82735	84	4	True	False
s4058	61747	4	True	False
s888	11	2	False	False
s83224	41	2	False	False
s1397	16	4	True	False
s114605	328	2	False	False
s1274	2246	5	True	False
s105253	7	2	False	False
s313	21353	4	True	False
s2363	113166	4	True	False
s5015	5	2	False	False
s137945	56	2	False	False
s140495	56	2	False	False
s1760	661	3	True	False
s138307	132	3	True	False
s1675	16449	4	True	False
s2533	486114	4	True	False
s3735	213	2	False	False
s114740	257	2	False	False
s128994	60	2	False	False
s1090	29963	2	False	False
s2729	27	3	True	False
s4772	184	2	False	False
s4930	64	2	False	False
s2629	7004	4	True	False
s82971	113	5	True	False
s1891	1106	4	True	False
s2542	83997	4	True	False
s82988	546	3	True	False
s81915	319	2	False	False
s4726	314	2	False	False
s3610	178204	4	True	False
s138245	66	2	False	False
s1082	61382	4	True	False
s114896	379	4	True	False
s138289	11	2	False	False
s125348	3019	4	True	False
s2407	86438	4	True	False
s82087	19	3	True	False
s82170	838	3	True	False
s81552	1150	2	False	False
s105182	8	3	True	False
s3829	1	2	False	False
s129083	2825	2	False	False
s125343	312	2	False	False
s3183	83947	4	True	False
s1250	113902	4	True	False
s1187	16687	4	True	False
s105581	123	2	False	False
s979	10	2	False	False
s3822	907687	4	True	False
s82261	48	3	True	False
s5201	52	2	False	False
s5313	196	2	False	False
s3156	369	4	True	False
s1854	52	2	False	False
s4095	168978	4	True	False
s125352	7322	2	False	False
s2885	35	4	True	False
s2384	4	2	False	False
s4231	7	2	False	False
s2807	13621	4	True	False
s83254	53	2	False	False
s81455	432	4	True	False
s82900	71	2	False	False
s2607	17889	4	True	False
s120849	152	2	False	False
s105412	1766	2	False	False
s2294	2611	4	True	False
s4549	372271	4	True	False
s114517	323	2	False	False
s2959	45	4	True	False
s4991	157817	4	True	False
s4903	23855	4	True	False
s81932	754	4	True	False
s125559	2201	2	False	False
s604	459	4	True	False
s83311	65	3	True	False
s3514	2451	2	False	False
s81676	7	2	False	False
s121084	406	2	False	False
s1031	77370	4	True	False
s2100	51	2	False	False
s3707	22124	2	False	False
s82255	516	2	False	False
s2962	83	4	True	False
s3462	482	4	True	False
s893	103668	4	True	False
s2476	11	2	False	False
s82460	247	3	True	False
s129030	20	3	True	False
s125459	34	2	False	False
s4343	163	2	False	False
s1300	86	4	True	False
s82661	63	2	False	False
s3069	331	3	True	False
s81836	77	2	False	False
s927	1	2	False	False
s115069	178	2	False	False
s140523	67	2	False	False
s1044	40404	4	True	False
s324	11	5	True	False
s83174	18	3	True	False
s1235	36819	4	True	False
s4917	325	2	False	False
s140470	125	2	False	False
s105682	79	3	True	False
s4199	18	4	True	False
s82898	434	2	False	False
s158	251	4	True	False
s3791	70	2	False	False
s4708	316489	4	True	False
s143333	5	2	False	False
s414	73	3	True	False
s83209	375	3	True	False
s1509	223409	4	True	False
s5202	96	3	True	False
s105616	691	2	False	False
s134675	87	2	False	False
s3590	2999	4	True	False
s82163	516	2	False	False
s4527	6	5	True	False
s129183	380	4	True	False
s140499	5	2	False	False
s129145	66	2	False	False
s81848	58	2	False	False
s3665	63	2	False	False
s82282	198	4	True	False
s82890	2592	3	True	False
s5361	24627	4	True	False
s104992	35	2	False	False
s2895	289	2	False	False
s139614	52	3	True	False
s129196	5777	2	False	False
s125580	6086	4	True	False
s114990	859	3	True	False
s601	29150	4	True	False
s114832	60	2	False	False
s1486	34	3	True	False
s140535	331	2	False	False
s4284	129386	4	True	False
s238	13227	4	True	False
s2110	9	2	False	False
s3743	82	2	False	False
s4397	60645	4	True	False
s1952	321	2	False	False
s2329	27949	4	True	False
s1802	96	2	False	False
s1872	517477	4	True	False
s131991	640	2	False	False
s2616	103782	4	True	False
s82347	349	2	False	False
s82545	68	4	True	False
s129022	27	2	False	False
s1736	319	2	False	False
s105243	7725	3	True	False
s3413	83008	4	True	False
s174	155	3	True	False
s129063	72	2	False	False
s131922	366	2	False	False
s132003	171	2	False	False
s749	13456	4	True	False
s3384	62	2	False	False
s5198	21	4	True	False
s2901	70256	4	True	False
s105537	230	3	True	False
s120986	8	2	False	False
s3323	283	4	True	False
s140405	149	2	False	False
s105290	364	2	False	False
s3979	155	4	True	False
s82805	127	3	True	False
s3	1	2	False	False
s2457	822	2	False	False
s1271	689	2	False	False
s1120	5	3	True	False
s114982	91	2	False	False
s114584	13	3	True	False
s2255	56123	4	True	False
s2561	111019	4	True	False
s2158	584	4	True	False
s5233	39699	4	True	False
s114513	69	2	False	False
s1400	54586	4	True	False
s3757	8	2	False	False
s83280	69	2	False	False
s864	30022	4	True	False
s3931	43306	4	True	False
s83315	534	4	True	False
s3050	2723209	4	True	False
s208	37	3	True	False
s114673	325	2	False	False
s2756	255135	4	True	False
s2257	12	4	True	False
s114987	69	2	False	False
s120768	82	2	False	False
s1887	66797	4	True	False
s82262	314	2	False	False
s114578	1	2	False	False
s3088	628	3	True	False
s503	222	4	True	False
s1367	47	3	True	False
s104914	249	2	False	False
s3114	319	2	False	False
s82077	483	2	False	False
s125504	1	2	False	False
s114898	1043	4	True	False
s125556	247	2	False	False
s524	462	4	True	False
s1558	27008	4	True	False
s3904	2	2	False	False
s4589	394923	4	True	False
s2706	61045	4	True	False
s114538	66	2	False	False
s82998	414	2	False	False
s3861	1258	4	True	False
s2178	200	4	True	False
s129055	330	2	False	False
s121158	88	2	False	False
s140428	66	2	False	False
s105051	297	2	False	False
s82314	59	2	False	False
s3083	10986	4	True	False
s4266	3	2	False	False
s140410	47	2	False	False
s2588	529	4	True	False
s4818	134716	4	True	False
s105336	568	3	True	False
s3676	2273	2	False	False
s134798	258	2	False	False
s105190	453	3	True	False
s121167	179	3	True	False
s1586	61590	4	True	False
s129129	89	2	False	False
s131963	1	2	False	False
s4497	61820	4	True	False
s82649	145	2	False	False
s3839	34396	4	True	False
s2570	98942	4	True	False
s347	41236	4	True	False
s1937	5	4	True	False
s5359	325	4	True	False
s114780	211	2	False	False
s125453	138	2	False	False
s82003	14791	2	False	False
s81562	780	2	False	False
s1468	58287	4	True	False
s81819	20	2	False	False
s654	9351	4	True	False
s104791	6947	2	False	False
s2627	45854	4	True	False
s486	210	5	True	False
s129105	57	2	False	False
s2710	317	2	False	False
s2523	6164	4	True	False
s4564	9	3	True	False
s82793	348	2	False	False
s104979	83	2	False	False
s3973	28651	4	True	False
s2067	2	3	True	False
s114905	288	4	True	False
s138231	159	2	False	False
s3626	139838	4	True	False
s114533	10	2	False	False
s378	88	4	True	False
s83018	554	4	True	False
s129213	188	3	True	False
s82687	61	2	False	False
s129097	58	2	False	False
s81627	5519	2	False	False
s140279	91	2	False	False
s1190	110	2	False	False
s3292	1407	4	True	False
s82008	40	2	False	False
s4631	200353	5	True	False
s3397	101555	4	True	False
s82283	76	3	True	False
s2288	38063	4	True	False
s3655	312	4	True	False
s1142	3504	2	False	False
s105435	83	2	False	False
s3130	293	6	True	False
s140468	262	3	True	False
s143389	62	2	False	False
s4614	2904	2	False	False
s105257	77	2	False	False
s3632	188624	4	True	False
s83189	28	4	True	False
s1721	12337	4	True	False
s120970	213	2	False	False
s82721	8	4	True	False
s104803	52	2	False	False
s114577	95	2	False	False
s81753	50	4	True	False
s4268	22951	4	True	False
s129173	112	4	True	False
s120952	1487	2	False	False
s82936	269	3	True	False
s2012	20701	4	True	False
s83114	229	5	True	False
s1993	6	4	True	False
s575	261	2	False	False
s105798	192	2	False	False
s81714	50	3	True	False
s114797	62	2	False	False
s104850	720	2	False	False
s104840	61	3	True	False
s83028	1	4	True	False
s5230	10017	4	True	False
s137975	1	2	False	False
s2641	128	2	False	False
s134749	52	2	False	False
s718	15871	4	True	False
s2420	93852	4	True	False
s120928	10	3	True	False
s81955	642	3	True	False
s139626	72	2	False	False
s2619	288927	4	True	False
s105040	78	2	False	False
s4688	19	4	True	False
s140518	61	2	False	False
s1010	70050	4	True	False
s5127	92107	4	True	False
s83102	487	4	True	False
s440	728	4	True	False
s4761	211400	4	True	False
s104975	1	2	False	False
s2917	256955	4	True	False
s125517	222	2	False	False
s1350	93464	4	True	False
s4539	5644	4	True	False
s81379	25	3	True	False
s114537	60	2	False	False
s114670	334	2	False	False
s4876	156	2	False	False
s4520	90	4	True	False
s83301	423	2	False	False
s82707	415	2	False	False
s1749	349942	4	True	False
s83051	214	4	True	False
s842	135	4	True	False
s83086	58	2	False	False
s4299	2428	2	False	False
s137981	594	2	False	False
s83066	102	5	True	False
s114840	9	2	False	False
s105510	36	4	True	False
s82167	50	2	False	False
s114830	86	2	False	False
s82276	6	2	False	False
s4585	49	3	True	False
s105600	949	3	True	False
s3160	132	4	True	False
s137946	70	2	False	False
s4663	67129	4	True	False
s82733	41	3	True	False
s82436	2	2	False	False
s5042	36	4	True	False
s82098	997	2	False	False
s105674	82	2	False	False
s105229	3	2	False	False
s120772	58	2	False	False
s83093	5	2	False	False
s81433	110	2	False	False
s82571	30	4	True	False
s817	241	4	True	False
s82158	314	2	False	False
s120791	271	2	False	False
s105324	701	4	True	False
s105678	104	2	False	False
s983	13447	5	True	False
s125550	9	2	False	False
s114667	14062	2	False	False
s114952	188	3	True	False
s5085	1	2	False	False
s83226	114	3	True	False
s121134	1	2	False	False
s105322	126	3	True	False
s121159	17	2	False	False
s3455	187	4	True	False
s1629	50	2	False	False
s114957	1149	2	False	False
s2995	384	4	True	False
s114612	321	2	False	False
s2915	1230	4	True	False
s1940	100	2	False	False
s81761	190	2	False	False
s114858	15	2	False	False
s4800	34	3	True	False
s1471	14370	4	True	False
s121105	118	2	False	False
s143320	49	2	False	False
s4770	1139	2	False	False
s82187	73	2	False	False
s2370	141481	4	True	False
s82012	318	2	False	False
s104983	2	2	False	False
s4376	66973	4	True	False
s125561	40	2	False	False
s120801	83	2	False	False
s3742	114352	4	True	False
s138356	23	3	True	False
s114555	127	4	True	False
s125572	2806	2	False	False
s140276	837	2	False	False
s2547	313	2	False	False
s581	1647	4	True	False
s83099	437	4	True	False
s4347	5	2	False	False
s81556	122	3	True	False
s5341	91	4	True	False
s5307	35298	4	True	False
s191	18174	5	True	False
s3780	108923	4	True	False
s2934	81	2	False	False
s81972	88	4	True	False
s1603	5	3	True	False
s82790	5185	2	False	False
s82437	57	3	True	False
s1933	45609	4	True	False
s82872	1468	2	False	False
s2197	68	2	False	False
s5135	7	2	False	False
s1567	45	3	True	False
s82038	68	4	True	False
s565	160	2	False	False
s105579	1285	2	False	False
s3663	161	2	False	False
s82876	96	2	False	False
s924	43	3	True	False
s2232	31240	4	True	False
s129175	401	4	True	False
s2018	311	2	False	False
s4013	59261	4	True	False
s105739	63	3	True	False
s3875	126643	4	True	False
s114506	118	2	False	False
s140225	73	3	True	False
s2150	114583	4	True	False
